Date and Time of initial call,Borough,Property,Location,Species Description,Species Status,Animal Condition,Animal Class,Final Ranger Action,# of Animals,Year,full_address
2020-12-29 12:55:00,Bronx,Walton Park,Inside Playground,chicken,Domestic,Injured,Domestic;#Birds,ACC,1.0,2020,"Walton Park, Bronx, NY"
2020-12-29 12:15:00,Manhattan,Central Park,110th St and Adam Clayton Powell Blvd,cat,Domestic,Healthy,Domestic,Relocated/Condition Corrected,1.0,2020,"Central Park, Manhattan, NY"
2020-12-29 13:00:00,Staten Island,Bloomingdale Park,Bloomingdale Rd and Ramona Ave woods,white-tailed deer,Native,Injured,Deer,Unfounded,0.0,2020,"Bloomingdale Park, Staten Island, NY"
2020-12-28 11:30:00,Bronx,Pelham Bay Park,"40.869531, -73.785360 (Section 1 of the beach)",raccoon,Native,DOA,Small Mammals-RVS,ACC,1.0,2020,"Pelham Bay Park, Bronx, NY"
2020-12-26 15:45:00,Queens,Cunningham Park,Path to the left of the fork in the Parking Lot off the DMV Testing Site,raccoon,Native,DOA,Small Mammals-RVS,Relocated/Condition Corrected,1.0,2020,"Cunningham Park, Queens, NY"
2020-12-26 11:50:00,Manhattan,Central Park,West 75th street and Central park West Drive,eastern gray squirrel,Native,DOA,Small Mammals-non RVS,Relocated/Condition Corrected,1.0,2020,"Central Park, Manhattan, NY"
2020-12-26 08:40:00,Manhattan,Central Park,"Great Lawn / Turtle Pond (40.7792497, -73.9677343)",eastern coyote,Native,Healthy,Coyotes,Monitored Animal,1.0,2020,"Central Park, Manhattan, NY"
2020-12-24 13:00:00,Bronx,Pelham Bay Park,Orchard Beach South Near the Parking Lot,white-tailed deer,Native,DOA,Deer,Relocated/Condition Corrected,1.0,2020,"Pelham Bay Park, Bronx, NY"
2020-12-24 11:11:00,Queens,Crocheron Park,Btwn Golden Pond and Cross Is Pkwy,canada goose,Native,Injured,Birds,ACC,3.0,2020,"Crocheron Park, Queens, NY"
2020-12-22 14:30:00,Manhattan,Carl Schurz Park,87th St and E End Ave,great blue heron,Native,Unhealthy,Birds,Rehabilitator,1.0,2020,"Carl Schurz Park, Manhattan, NY"
2020-12-23 08:00:00,Manhattan,Jackie Robinson Park,Ball Field,cat,Domestic,Unhealthy,Domestic,Advised/Educated others,1.0,2020,"Jackie Robinson Park, Manhattan, NY"
2020-12-22 15:08:00,Manhattan,Riverside Park,East 102nd and Riverside Drive,red-tailed hawk,Native,Unhealthy,Raptors,Rehabilitator,1.0,2020,"Riverside Park, Manhattan, NY"
2020-12-21 14:00:00,Manhattan,Union Square Park,Western edge of park near E 16th Street,red-tailed hawk,Native,Injured,Raptors,Monitored Animal,1.0,2020,"Union Square Park, Manhattan, NY"
2020-12-20 16:00:00,Staten Island,Wolfe's Pond Park,On beach between jetty and restrooms,red-throated loon,Native,DOA,Birds,Submitted for DEC Testing,1.0,2020,"Wolfe's Pond Park, Staten Island, NY"
2020-12-20 11:45:00,Queens,Alley Pond Park,Oakland Lake by Ice Rescue Ladder #2,canada goose,Native,Unhealthy,Birds,Rehabilitator,1.0,2020,"Alley Pond Park, Queens, NY"
2020-12-20 11:30:00,Brooklyn,Bush Terminal Park,Marsh Restoration Area,canada goose,Native,Injured,Birds,Rehabilitator,1.0,2020,"Bush Terminal Park, Brooklyn, NY"
2020-12-20 08:20:00,Queens,Alley Pond Park,Handball courts by Adventure Course,raccoon,Native,Unhealthy,Small Mammals-RVS,ACC,1.0,2020,"Alley Pond Park, Queens, NY"
2020-12-19 13:00:00,Manhattan,Sherman Creek,Swindlers Cove,canada goose,Native,,Birds,Unfounded,0.0,2020,"Sherman Creek, Manhattan, NY"
2020-12-17 21:14:00,Queens,Bowne Park,Bowne Lake,canada goose,Native,Injured,Birds,Unfounded,0.0,2020,"Bowne Park, Queens, NY"
2020-12-18 13:00:00,Manhattan,Inwood Hill Park,Payson Park House,carolina wren,Native,Healthy,Birds,Relocated/Condition Corrected,1.0,2020,"Inwood Hill Park, Manhattan, NY"
2020-12-17 12:00:00,Manhattan,Inwood Hill Park,Payson Parkhouse,eastern gray squirrel,Native,Healthy,Small Mammals-non RVS,Relocated/Condition Corrected,1.0,2020,"Inwood Hill Park, Manhattan, NY"
2020-12-16 09:20:00,Staten Island,Bloomingdale Park,At Comfort Station M&O Office,rock dove,Native,Injured,Birds,Relocated/Condition Corrected,1.0,2020,"Bloomingdale Park, Staten Island, NY"
2020-12-16 09:00:00,Staten Island,Wolfe's Pond Park,Picnic area,canada goose,Native,Injured,Birds,Unfounded,0.0,2020,"Wolfe's Pond Park, Staten Island, NY"
2020-12-16 12:05:00,Bronx,Van Cortlandt Park,Van Cortlandt Lake,canada goose,Native,Injured,Birds,Relocated/Condition Corrected,1.0,2020,"Van Cortlandt Park, Bronx, NY"
2020-12-15 15:10:00,Manhattan,Union Square Park,Union Sq E & E 16th,red-tailed hawk,Native,Injured,Raptors,Monitored Animal,1.0,2020,"Union Square Park, Manhattan, NY"
2020-12-15 14:25:00,Queens,Flushing Meadows Corona Park,Jurassic Playground,raccoon,Native,Injured,Small Mammals-RVS,Monitored Animal,1.0,2020,"Flushing Meadows Corona Park, Queens, NY"
2020-12-15 07:00:00,Manhattan,Riverside Park,"115th and Riverside Drive, lower level",raccoon,Native,DOA,Small Mammals-RVS,Advised/Educated others,1.0,2020,"Riverside Park, Manhattan, NY"
2020-12-13 12:00:00,Queens,Baisley Pond Park,Baisley Pond Park,pig,Domestic,Healthy,Domestic,Unfounded,0.0,2020,"Baisley Pond Park, Queens, NY"
2020-12-13 14:20:00,Staten Island,Wolfe's Pond Park,"across from hockey rink (40.518572, -74.18719)",striped skunk,Native,Injured,Small Mammals-RVS,ACC,1.0,2020,"Wolfe's Pond Park, Staten Island, NY"
2020-12-12 17:00:00,Manhattan,Central Park,Near Ice Rescue Ladder #2 at 59th Street Pond,tufted titmouse,Native,DOA,Birds,Relocated/Condition Corrected,1.0,2020,"Central Park, Manhattan, NY"
2020-12-13 11:10:00,Queens,Cunningham Park,Tennis Courts,raccoon,Native,Unhealthy,Small Mammals-RVS,ACC,1.0,2020,"Cunningham Park, Queens, NY"
2020-12-13 10:10:00,Queens,Cunningham Park,Tennis Courts,raccoon,Native,Unhealthy,Small Mammals-RVS,ACC,1.0,2020,"Cunningham Park, Queens, NY"
2020-12-13 12:00:00,Manhattan,Fort Tryon Park,Billings Lawn,raccoon,Native,,Small Mammals-RVS,Unfounded,0.0,2020,"Fort Tryon Park, Manhattan, NY"
2020-12-13 10:50:00,Bronx,Van Cortlandt Park,Van Cortlandt Lake,canada goose,Native,Injured,Birds,Monitored Animal,1.0,2020,"Van Cortlandt Park, Bronx, NY"
2020-12-11 15:00:00,Manhattan,Central Park,Hallet Nature Sanctuary,eastern gray squirrel,Native,,Small Mammals-non RVS,Advised/Educated others,1.0,2020,"Central Park, Manhattan, NY"
2020-11-23 11:20:00,Queens,Flushing Meadows Corona Park,South of the Boathouse at Meadow Lake,yellow-headed blackbird,Exotic,Healthy,Birds,Unfounded,0.0,2020,"Flushing Meadows Corona Park, Queens, NY"
2020-12-07 12:45:00,Queens,Bowne Park,Bowne Pond,domestic duck,Domestic,Healthy,Domestic;#Birds,Rehabilitator,10.0,2020,"Bowne Park, Queens, NY"
2020-12-11 09:45:00,Manhattan,Inwood Hill Park,"The Clove trail, near the Glacial Potholes",raccoon,Native,DOA,Small Mammals-RVS,Relocated/Condition Corrected,2.0,2020,"Inwood Hill Park, Manhattan, NY"
2020-12-10 10:20:00,Bronx,Van Cortlandt Park,87 North Ramp parallel to Van Cortlandt Park South,eastern coyote,Native,DOA,Coyotes,Relocated/Condition Corrected,1.0,2020,"Van Cortlandt Park, Bronx, NY"
2020-12-09 11:30:00,Manhattan,Riverside Park,115th and Riverside Drive,raccoon,Native,Injured,Small Mammals-RVS,ACC,1.0,2020,"Riverside Park, Manhattan, NY"
2020-12-08 10:20:00,Queens,Alley Pond Park,73rd avenue and 230th street,raccoon,Native,Unhealthy,Small Mammals-RVS,ACC,1.0,2020,"Alley Pond Park, Queens, NY"
2020-12-08 09:30:00,Bronx,Van Cortlandt Park,Mosholu and Broadway,chicken,Domestic,DOA,Birds;#Domestic,Relocated/Condition Corrected,2.0,2020,"Van Cortlandt Park, Bronx, NY"
2020-12-08 10:30:00,Brooklyn,Fulton Park,Tree on the Fulton St side,red-tailed hawk,Native,Healthy,Raptors,Advised/Educated others,1.0,2020,"Fulton Park, Brooklyn, NY"
2020-12-07 14:30:00,Queens,Bowne Park,In the pond,domestic duck,Domestic,Healthy,Domestic;#Birds,Monitored Animal,6.0,2020,"Bowne Park, Queens, NY"
2020-12-02 14:00:00,Staten Island,Willowbrook Park,Willowbrook Pond,domestic duck,Domestic,Healthy,Birds;#Domestic,Relocated/Condition Corrected,2.0,2020,"Willowbrook Park, Staten Island, NY"
2020-12-07 13:45:00,Staten Island,Kingdom Pond Park,Corner of Kingdom ave and Hylan,white-tailed deer,Native,Injured,Deer,Relocated/Condition Corrected,1.0,2020,"Kingdom Pond Park, Staten Island, NY"
2020-12-06 12:30:00,Manhattan,Central Park,59 street pond next to the Gapstow Bridge,gadwall,Native,Injured,Birds,Rehabilitator,1.0,2020,"Central Park, Manhattan, NY"
2020-12-06 11:30:00,Manhattan,Central Park,Harlem Meer,double-crested cormorant,Native,Injured,Birds,Unfounded,0.0,2020,"Central Park, Manhattan, NY"
2020-12-01 18:40:00,Staten Island,Willowbrook Park,Willowbrook Lake,domestic duck,Domestic,Healthy,Domestic;#Birds,Monitored Animal,3.0,2020,"Willowbrook Park, Staten Island, NY"
2020-12-03 11:00:00,Staten Island,Seaside Wildlife Nature Park,Shore line near playground,brant goose,Native,Injured,Birds,Monitored Animal,1.0,2020,"Seaside Wildlife Nature Park, Staten Island, NY"
2020-12-04 13:10:00,Manhattan,Randall's Island Park,Little Hellgate Salt Marsh,double-crested cormorant,Native,Injured,Birds,Monitored Animal,1.0,2020,"Randall's Island Park, Manhattan, NY"
2020-12-04 11:00:00,Bronx,Pelham Bay Park,"""On the trail near the lake""- Patron",white-tailed deer,Native,Injured,Deer,Unfounded,0.0,2020,"Pelham Bay Park, Bronx, NY"
2020-12-02 17:00:00,Queens,Bowne Park,Bowne Lake,domestic duck,Domestic,Healthy,Domestic;#Birds,Monitored Animal,1.0,2020,"Bowne Park, Queens, NY"
2020-12-03 14:00:00,Bronx,Soundview Park,Baseball Field,striped skunk,Native,,Small Mammals-RVS,Unfounded,0.0,2020,"Soundview Park, Bronx, NY"
2020-12-03 11:00:00,Staten Island,Seaside Wildlife Nature Park,Entrance of park at the end of Cleveland Avenue,brant goose,Native,Injured,Birds,Relocated/Condition Corrected,1.0,2020,"Seaside Wildlife Nature Park, Staten Island, NY"
2020-12-03 09:30:00,Manhattan,Central Park,near Great Hill,red-tailed hawk,Native,,Raptors,Unfounded,0.0,2020,"Central Park, Manhattan, NY"
2020-12-03 11:00:00,Manhattan,Morningside Park,West 111th,red-tailed hawk,Native,DOA,Raptors,Submitted for DEC Testing,1.0,2020,"Morningside Park, Manhattan, NY"
2020-12-01 18:40:00,Staten Island,Willowbrook Park,Willowbrook Park Pond,domestic duck,Domestic,Healthy,Birds;#Domestic,Monitored Animal,4.0,2020,"Willowbrook Park, Staten Island, NY"
2020-12-02 13:00:00,Staten Island,Willowbrook Park,Willowbrook Pond,domestic duck,Domestic,Healthy,Domestic;#Birds,Rehabilitator,4.0,2020,"Willowbrook Park, Staten Island, NY"
2020-12-02 10:40:00,Staten Island,Great Kills Park,"Cedar Grove Park, at the end of New Dorp Lane",groundhog,Native,Unhealthy,Small Mammals-non RVS,Unfounded,0.0,2020,"Great Kills Park, Staten Island, NY"
2020-12-02 11:46:00,Manhattan,Robert L. Clinkscales Playground and Community Garden,Underneath play equipment in the playarea,norway rat,Invasive,DOA,Small Mammals-non RVS,Relocated/Condition Corrected,1.0,2020,"Robert L. Clinkscales Playground and Community Garden, Manhattan, NY"
2020-12-01 16:00:00,Manhattan,Union Square Park,On E 14th Street and Union Square East,red-tailed hawk,Native,,Raptors,Unfounded,0.0,2020,"Union Square Park, Manhattan, NY"
2020-12-01 09:10:00,Bronx,Pelham Bay Park,Intersection of Shore Road and City Island Road between bike path and guard rail,white-tailed deer,Native,Injured,Deer,ACC,1.0,2020,"Pelham Bay Park, Bronx, NY"
2020-11-30 13:00:00,Manhattan,Morningside Park,"Playground 123, W 123rd and Morningside Ave",raccoon,Native,Healthy,Small Mammals-RVS,Monitored Animal,1.0,2020,"Morningside Park, Manhattan, NY"
2020-11-30 15:00:00,Queens,Bowne Park,At the pond,domestic duck,Domestic,Healthy,Birds,Monitored Animal,8.0,2020,"Bowne Park, Queens, NY"
2020-11-29 11:25:00,Staten Island,Conference House Park,On beach between Swinnerton and and Main St off Bilop,gull (unknown),Native,,Birds,Unfounded,0.0,2020,"Conference House Park, Staten Island, NY"
2020-11-23 11:20:00,Queens,Flushing Meadows Corona Park,South of the Boathouse by Meadow Lake,yellow-headed blackbird,Exotic,Healthy,Birds,Monitored Animal,1.0,2020,"Flushing Meadows Corona Park, Queens, NY"
2020-11-28 13:30:00,Bronx,Pelham Bay Park,Orchard Beach Parking lot,herring gull,Native,Injured,Birds,Rehabilitator,1.0,2020,"Pelham Bay Park, Bronx, NY"
2020-11-27 12:30:00,Staten Island,Wolfe's Pond Park,by beach trailers,herring gull,Native,DOA,Birds,Relocated/Condition Corrected,1.0,2020,"Wolfe's Pond Park, Staten Island, NY"
2020-11-27 14:00:00,Queens,Rockaway Beach and Boardwalk,Beach 114th St and shoreline,herring gull,Native,Injured,Birds,ACC,1.0,2020,"Rockaway Beach and Boardwalk, Queens, NY"
2020-11-27 08:00:00,Staten Island,Franklin D. Roosevelt Boardwalk and Beach,bike path north of Oceanbreeze Fishing Pier- Father Capodanno Blvd and Seaview Ave,white-tailed deer,Native,Injured,Deer,Relocated/Condition Corrected,1.0,2020,"Franklin D. Roosevelt Boardwalk and Beach, Staten Island, NY"
2020-11-25 16:45:00,Queens,Astoria Park,At the base of the Hell Gate Bridge,raccoon,Native,Unhealthy,Small Mammals-RVS,Unfounded,0.0,2020,"Astoria Park, Queens, NY"
2020-11-25 08:20:00,Bronx,Pelham Bay Park,Orchard Beach Boardwalk Section 9,striped skunk,Native,Unhealthy,Small Mammals-RVS,ACC,1.0,2020,"Pelham Bay Park, Bronx, NY"
2020-11-25 10:30:00,Manhattan,Inwood Hill Park,Salt Marsh / Peninsula,double-crested cormorant,Native,Unhealthy,Birds,Rehabilitator,1.0,2020,"Inwood Hill Park, Manhattan, NY"
2020-11-24 14:00:00,Brooklyn,Bushwick Playground,Building of Bushwick Pool,cat,Domestic,Healthy,Domestic,ACC,3.0,2020,"Bushwick Playground, Brooklyn, NY"
2020-11-24 13:40:00,Manhattan,Morningside Park,"40.806019, -73.958959 on path just east of Morningside Drive at W 116th St.",raccoon,Native,DOA,Small Mammals-RVS,ACC,1.0,2020,"Morningside Park, Manhattan, NY"
2020-11-24 11:30:00,Brooklyn,Brooklyn Bridge Park,Pier 4,mute swan,Invasive,Injured,Birds,Rehabilitator,1.0,2020,"Brooklyn Bridge Park, Brooklyn, NY"
2020-11-23 11:20:00,Queens,Flushing Meadows Corona Park,South of the Boathouse at Meadow Lake,yellow-headed blackbird,Exotic,Healthy,Birds,Monitored Animal,1.0,2020,"Flushing Meadows Corona Park, Queens, NY"
2020-11-20 11:40:00,Staten Island,Willowbrook Park,Willowbrook Lake,domestic duck,Domestic,Healthy,Birds,Monitored Animal,4.0,2020,"Willowbrook Park, Staten Island, NY"
2020-11-23 11:20:00,Queens,Flushing Meadows Corona Park,South of the boathouse at Meadow Lake,yellow-headed blackbird,Exotic,Healthy,Birds,Monitored Animal,1.0,2020,"Flushing Meadows Corona Park, Queens, NY"
2020-11-23 10:30:00,Manhattan,Fort Tryon Park,New Leaf Comfort Station,raccoon,Native,,Small Mammals-RVS,Unfounded,0.0,2020,"Fort Tryon Park, Manhattan, NY"
2020-11-21 13:30:00,Brooklyn,Marine Park,In the water at Marine Park,brant goose,Native,Injured,Birds,Rehabilitator,1.0,2020,"Marine Park, Brooklyn, NY"
2020-11-20 13:00:00,Bronx,Pelham Bay Park,Within Turtle Cove Driving Range,canada goose,Native,Injured,Birds,Rehabilitator,1.0,2020,"Pelham Bay Park, Bronx, NY"
2020-11-20 11:40:00,Staten Island,Willowbrook Park,Willowbrook Lake,domestic duck,Domestic,Healthy,Birds,ACC,1.0,2020,"Willowbrook Park, Staten Island, NY"
2020-11-19 12:15:00,Brooklyn,Shore Park and Parkway,On Bike Path near the entrance of Knapp Street and Emmons Street,mute swan,Invasive,Unhealthy,Birds,Rehabilitator,1.0,2020,"Shore Park and Parkway, Brooklyn, NY"
2020-11-19 07:45:00,Brooklyn,Bartlett Playground,park perimeter,common snapping turtle,Native,,Terrestrial Reptile or Amphibian,Unfounded,0.0,2020,"Bartlett Playground, Brooklyn, NY"
2020-11-17 10:00:00,Staten Island,Snug Harbor Cultural Center,Snug Harbor Wetlands,great blue heron,Native,Healthy,Birds,Monitored Animal,1.0,2020,"Snug Harbor Cultural Center, Staten Island, NY"
2020-11-17 09:26:00,Staten Island,Clove Lakes Park,Ice Skating Rink- Victory Blvd and cypress st,white-tailed deer,Native,,Deer,Unfounded,0.0,2020,"Clove Lakes Park, Staten Island, NY"
2020-11-17 09:30:00,Bronx,Bronx Park,Rosewood Playground,red-tailed hawk,Native,Healthy,Raptors,Relocated/Condition Corrected,1.0,2020,"Bronx Park, Bronx, NY"
2020-11-17 07:45:00,Queens,Crocheron Park,Across from Golden Pond,pig,Domestic,Healthy,Domestic,Unfounded,0.0,2020,"Crocheron Park, Queens, NY"
2020-11-16 15:44:00,Staten Island,Silver Lake Park,Forest Ave and Havenwood Rd,wild turkey,Native,Healthy,Birds,Monitored Animal,18.0,2020,"Silver Lake Park, Staten Island, NY"
2020-11-16 18:45:00,Staten Island,Clove Lakes Park,Victory Blvd and Cypress st,white-tailed deer,Native,,Deer,Unfounded,0.0,2020,"Clove Lakes Park, Staten Island, NY"
2020-11-15 16:00:00,Manhattan,Central Park,Arthur Ross Pinetum,northern saw-whet owl,Native,Injured,Raptors,Rehabilitator,1.0,2020,"Central Park, Manhattan, NY"
2020-11-16 09:40:00,Manhattan,Morningside Park,113th and Manhattan Ave,red-tailed hawk,Native,Healthy,Raptors,Advised/Educated others,1.0,2020,"Morningside Park, Manhattan, NY"
2020-11-14 17:25:00,Queens,Bowne Park,Eastern edge of Bowne Lake,domestic duck,Domestic,Unhealthy,Birds,ACC,2.0,2020,"Bowne Park, Queens, NY"
2020-11-14 12:40:00,Brooklyn,Sheepshead Bay Piers,By 400 Shore Blvd.,mute swan,Invasive,Unhealthy,Birds,Rehabilitator,1.0,2020,"Sheepshead Bay Piers, Brooklyn, NY"
2020-11-13 16:00:00,Queens,Rockaway Beach and Boardwalk,Beach 92nd St,tern (unknown),Native,Injured,Birds,ACC,1.0,2020,"Rockaway Beach and Boardwalk, Queens, NY"
2020-11-12 12:20:00,Bronx,Pelham Bay Park,Orchard Beach Maintenance & Operations Building,red fox,Native,Healthy,Small Mammals-RVS,Unfounded,0.0,2020,"Pelham Bay Park, Bronx, NY"
2020-11-11 13:30:00,Bronx,Van Cortlandt Park,Van Cortlandt Lake,red-eared slider,Invasive,Healthy,Terrestrial Reptile or Amphibian,Unfounded,0.0,2020,"Van Cortlandt Park, Bronx, NY"
2020-11-10 15:40:00,Manhattan,Central Park,Harlem Meer,canada goose,Native,,Birds,Unfounded,0.0,2020,"Central Park, Manhattan, NY"
2020-11-11 08:15:00,Queens,Queensbridge Park,Baseball fields,red-tailed hawk,Native,DOA,Raptors,Submitted for DEC Testing,1.0,2020,"Queensbridge Park, Queens, NY"
2020-11-10 16:15:00,Brooklyn,Cadman Plaza Park,,red-tailed hawk,Native,Injured,Raptors,Unfounded,0.0,2020,"Cadman Plaza Park, Brooklyn, NY"
2020-11-10 09:00:00,Brooklyn,Grand Army Plaza,,dog,Domestic,,Domestic,Monitored Animal,1.0,2020,"Grand Army Plaza, Brooklyn, NY"
2020-11-10 15:40:00,Manhattan,Central Park,On the west side of Bird Island in the Harlem Meer,canada goose,Native,,Birds,Monitored Animal,1.0,2020,"Central Park, Manhattan, NY"
2020-11-07 17:10:00,Manhattan,Central Park,South side of the 59th street Pond along the walking path,rock dove,Native,Injured,Birds,Relocated/Condition Corrected,1.0,2020,"Central Park, Manhattan, NY"
2020-11-07 16:00:00,Brooklyn,Prospect Park,3rd Street Playground,raccoon,Native,,Small Mammals-RVS,Unfounded,0.0,2020,"Prospect Park, Brooklyn, NY"
2020-11-07 16:00:00,Manhattan,Central Park,NE corner of Great Lawn,tufted titmouse,Native,Injured,Birds,Rehabilitator,1.0,2020,"Central Park, Manhattan, NY"
2020-11-06 16:30:00,Manhattan,Riverside Park,79th St boat basin,muscovy duck,Invasive,Healthy,Birds,Advised/Educated others,1.0,2020,"Riverside Park, Manhattan, NY"
2020-11-07 11:10:00,Staten Island,Clove Lakes Park,In the water by the Stonehouse Restaurant bridge,eastern red bat,Native,Healthy,Small Mammals-RVS,Relocated/Condition Corrected,1.0,2020,"Clove Lakes Park, Staten Island, NY"
2020-11-06 09:00:00,Queens,Highland Park,Upper Highland west of picnic area,chicken,Domestic,Healthy,Domestic;#Birds,Unfounded,0.0,2020,"Highland Park, Queens, NY"
2020-11-05 01:15:00,Staten Island,Clove Lakes Park,Martling Pond,domestic duck,Domestic,Healthy,Birds,Unfounded,0.0,2020,"Clove Lakes Park, Staten Island, NY"
2020-11-05 14:14:00,Staten Island,Greenstreet across 269 Cambridge Avenue,Crosstreets were Willow Road East and Cambridge Avenue,white-tailed deer,Native,Injured,Deer,Relocated/Condition Corrected,1.0,2020,"Greenstreet across 269 Cambridge Avenue, Staten Island, NY"
2020-11-04 09:45:00,Manhattan,Fort Washington Park,Lawn by the Hudson River at the tennis/174th st bathrooms,canada goose,Native,Unhealthy,Birds,Rehabilitator,1.0,2020,"Fort Washington Park, Manhattan, NY"
2020-11-04 08:30:00,Manhattan,Fort Tryon Park,"Dongan Lawn, Dongan Pl and Broadway Ave; (40.8632887, -73.9309398)",groundhog,Native,Unhealthy,Small Mammals-non RVS,ACC,1.0,2020,"Fort Tryon Park, Manhattan, NY"
2020-11-04 08:05:00,Staten Island,Blue Heron Park,Blue Heron Nature Center,pine siskin,Native,Injured,Birds,Relocated/Condition Corrected,1.0,2020,"Blue Heron Park, Staten Island, NY"
2020-11-03 16:23:00,Queens,Rockaway Beach and Boardwalk,Beach 27th and Beach 28th St,bird (unknown),,Injured,Birds,Unfounded,0.0,2020,"Rockaway Beach and Boardwalk, Queens, NY"
2020-11-03 11:45:00,Manhattan,Fort Tryon Park,Heather Garden,raccoon,Native,Unhealthy,Small Mammals-RVS,Unfounded,0.0,2020,"Fort Tryon Park, Manhattan, NY"
2020-11-01 10:00:00,Manhattan,Fort Tryon Park,Dongan Lawn,groundhog,Native,Unhealthy,Small Mammals-non RVS,Unfounded,0.0,2020,"Fort Tryon Park, Manhattan, NY"
2020-11-03 11:20:00,Manhattan,Central Park,Bird Island in the Harlem Meer,double-crested cormorant,Native,,Birds,Unfounded,0.0,2020,"Central Park, Manhattan, NY"
2020-11-02 12:30:00,Manhattan,,,rock dove,Native,,Birds,Advised/Educated others,1.0,2020,", Manhattan, NY"
2020-10-30 17:15:00,Manhattan,Central Park,Rock Outcropping near 59th Street Pond,tufted titmouse,Native,Healthy,Birds,Advised/Educated others,1.0,2020,"Central Park, Manhattan, NY"
2020-10-31 12:15:00,Staten Island,Wolfe's Pond Park,Wolfes Pond Park Beach,herring gull,Native,Injured,Birds,ACC,1.0,2020,"Wolfe's Pond Park, Staten Island, NY"
